,Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
550,Team Rocket Grunt 34,,Koffing,26,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
551,Team Rocket Grunt 34,,Golbat,26,Wing Attack,Bite,Astonish,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
552,Team Rocket Grunt 35,Silph Co.,Weezing,28,Smog,Selfdestruct,Sludge,SmokeScreen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
553,Team Rocket Grunt 35,,Golbat,28,Supersonic,Bite,Wing Attack,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
554,Team Rocket Grunt 35,,Koffing,28,Smog,Selfdestruct,Sludge,Smokescreen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
555,Scientist Parker,Silph Co.,Grimer,29,Disable,Sludge,Minimize,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
556,Scientist Parker,,Electrode,29,Screech,SonicBoom,Spark,Selfdestruct,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
557,Team Rocket Grunt 36,Silph Co.,Golbat,28,Supersonic,Bite,Wing Attack,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
558,Team Rocket Grunt 36,,Drowzee,28,Confusion,Headbutt,Poison Gas,Meditate,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
559,Team Rocket Grunt 36,,Hypno,28,Disable,Confusion,Headbutt,Poison Gas,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
560,Team Rocket Grunt 37,Silph Co.,Drowzee,28,Confusion,Headbutt,Poison Gas,Meditate,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
561,Team Rocket Grunt 37,,Grimer,28,Disable,Sludge,Minimize,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
562,Team Rocket Grunt 37,,Machop,28,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
563,Scientist Ed,Silph Co.,Voltorb,28,Spark,SonicBoom,Screech,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
564,Scientist Ed,,Koffing,28,SmokeScreen,Sludge,Tackle,Smog,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
565,Scientist Ed,,Magneton,28,Spark,Thunder Wave,SonicBoom,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
566,Team Rocket Grunt 38,Silph Co.,Machoke,33,Seismic Toss,Foresight,Revenge,Vital Throw,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
567,Scientist Travis,Silph Co.,Magnemite,29,Supersonic,SonicBoom,Thunder Wave,Spark,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
568,Scientist Travis,,Koffing,29,Smog,Selfdestruct,Sludge,SmokeScreen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
569,Team Rocket Grunt 39,Silph Co.,Rattata,25,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
570,Team Rocket Grunt 39,,Rattata,25,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
571,Team Rocket Grunt 39,,Zubat,25,Astonish,Supersonic,Bite,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
572,Team Rocket Grunt 39,,Rattata,25,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
573,Team Rocket Grunt 39,,Ekans,25,Poison Sting,Bite,Glare,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
574,Team Rocket Grunt 40,Silph Co.,Cubone,32,Leer,Focus Energy,Bonemerang,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
575,Team Rocket Grunt 40,,Drowzee,32,Headbutt,Poison Gas,Meditate,Psychic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
576,Team Rocket Grunt 40,,Marowak,32,Leer,Focus Energy,Bonemerang,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
577,Giovanni 2,Silph Co.,Nidorino,37,Poison Sting,Horn Attack,Helping Hand,Fury Attack,"{'hp': 30, 'atk': 30, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 30}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
578,Giovanni 2,,Rhyhorn,37,Stomp,Fury ATtack,Scary Face,Rock Blast,"{'hp': 30, 'atk': 30, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 30}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
579,Giovanni 2,,Kangaskhan,35,Tail Whip,Fake Out,Mega Punch,Rage,"{'hp': 30, 'atk': 30, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 30}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
580,Giovanni 2,,Nidoqueen,41,Tail Whip,Double Kick,Poison Sting,Body Slam,"{'hp': 30, 'atk': 30, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 30}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
581,Psychic Cameron,Saffron City,Slowpoke,33,Water Gun,Confusion,Disable,Headbutt,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
582,Psychic Cameron,,Slowpoke,33,Water Gun,Confusion,Disable,Headbutt,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
583,Psychic Cameron,,Slowbro,33,Water Gun,Confusion,Disable,Headbutt,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
584,Psychic Tyron,Saffron City,Mr. Mime,34,Magical Leaf,Encore,Psybeam,Recycle,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
585,Psychic Tyron,,Kadabra,34,Reflect,Recover,Future Sight,Role Play,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
586,Channeler Stacy,Saffron City,Haunter,38,Night Shade,Confuse Ray,Shadow Punch,Dream Eater,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
587,Psychic Preston,Saffron City,Slowbro,38,Disable,Headbutt,Amnesia,Withdraw,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
588,Channeler Amanda,Saffron City,Gastly,34,Night Shade,Confuse Ray,Dream Eater,Destiny Bond,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
589,Channeler Amanda,,Haunter,34,Night Shade,Confuse Ray,Shadow Punch,Dream Eater,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
590,Channeler Tasha,Saffron City,Gastly,33,Night Shade,Confuse Ray,Dream Eater,Destiny Bond,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
591,Channeler Tasha,,Gastly,33,Night Shade,Confuse Ray,Dream Eater,Destiny Bond,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
592,Channeler Tasha,,Haunter,33,Night Shade,C,Shadow Punch,Dream Eater,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
593,Psychic Johan,Saffron City,Kadabra,31,Psybeam,Reflect,Recover,Future Sight,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
594,Psychic Johan,,Mr. Mime,31,Reflect,Magical Leaf,Encore,Psybeam,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
595,Psychic Johan,,Slowpoke,31,Water Gun,Confusion,Disable,Headbutt,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
596,Psychic Johan,,Kadabra,31,Psybeam,Reflect,Recover,Future Sight,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
597,Leader Sabrina,Saffron City,Kadabra,38,Psybeam,Reflect,Future Sight,Calm Mind,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
598,Leader Sabrina,,Mr. Mime,37,Barrier,Psybeam,Baton Pass,Calm Mind,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
599,Leader Sabrina,,Venomoth,38,Psybeam,Gust,Leech Life,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
600,Leader Sabrina,,Alakazam,43,Psychic,Recover,Future Sight,Calm Mind,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
601,Black Belt Hideki,Fighting Dojo,Machop,32,Seismic Toss,Foresight,Revenge,Vital Throw,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
602,Black Belt Hideki,,Machoke,32,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
603,Black Belt Hitoshi,Fighting Dojo,Machop,31,Seismic Toss,Foresight,Revenge,Vital Throw,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
604,Black Belt Hitoshi,,Mankey,31,Fury Swipes,Focus Energy,Seismic Toss,Cross Chop,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
605,Black Belt Hitoshi,,Primeape,31,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
606,Black Belt Mike,Fighting Dojo,Mankey,31,Fury Swipes,Focus Energy,Seismic Toss,Cross Chop,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
607,Black Belt Mike,,Mankey,31,Fury Swipes,Focus Energy,Seismic Toss,Cross Chop,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
608,Black Belt Mike,,Primeape,31,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
609,Black Belt Aaron,Fighting Dojo,Primeape,36,Focus Energy,Seismic Toss,Rage,Cross Chop,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
610,Black Belt Koichi,Fighting Dojo,Hitmonchan,37,ThunderPunch,Ice Punch,Fire Punch,Sky Uppercut,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
611,Black Belt Koichi,,Hitmonlee,37,Focus Energy,Hi Jump Kick,Mind Reader,Foresight,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
612,Biker Lao,Route 16,Grimer,29,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
613,Biker Lao,,Koffing,29,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
614,Cue Ball Koji,Route 16,Machop,28,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
615,Cue Ball Koji,,Mankey,28,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
616,Cue Ball Koji,,Machop,28,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
617,Cue Ball Luke,Route 16,Mankey,29,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
618,Cue Ball Luke,,Machop,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
619,Biker Hideo,Route 16,Weezing,33,Selfdestruct,Sludge,SmokeScreen,Haze,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
620,Biker Ruben,Route 16,Weezing,28,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
621,Biker Ruben,,Koffing,28,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
622,Biker Ruben,,Weezing,28,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
623,Cue Ball Camron,Route 16,Mankey,29,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
624,Cue Ball Camron,,Machop,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
625,Cue Ball Isaiah,Route 17,Machop,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
626,Cue Ball Isaiah,,Machamp,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
627,Biker Virgil,Route 17,Weezing,28,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
628,Biker Virgil,,Koffing,28,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
629,Biker Virgil,,Weezing,28,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
630,Cue Ball Raul,Route 17,Mankey,29,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
631,Cue Ball Raul,,Primeape,29,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
632,Biker Billy,Route 17,Muk,33,Disable,Sludge,Minimize,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
633,Cue Ball Jamal,Route 17,Mankey,26,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
634,Cue Ball Jamal,,Mankey,26,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
635,Cue Ball Jamal,,Machamp,26,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
636,Cue Ball Jamal,,Machop,26,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
637,Biker Nikolas,Route 17,Voltorb,29,Spark,SonicBoom,Screech,Charge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
638,Biker Nikolas,,Voltorb,29,Spark,SonicBoom,Screech,Charge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
639,Cue Ball Zeek,Route 17,Machoke,33,Seismic Toss,Foresight,Revenge,Vital Throw,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
640,Cue Ball Corey,Route 17,Primeape,29,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
641,Cue Ball Corey,,Machoke,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
642,Biker Jaxon,Route 17,Weezing,29,Sludge,SmokeScreen,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
