Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
Team Rocket Grunt 37,,Grimer,28,Disable,Sludge,Minimize,Screech,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 37,,Machop,28,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Scientist Ed,Silph Co.,Voltorb,28,Spark,Sonic Boom,Screech,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Scientist Ed,,Koffing,28,Smokescreen,Sludge,Tackle,Smog,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Scientist Ed,,Magneton,28,Spark,Thunder Wave,Sonic Boom,Supersonic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 38,Silph Co.,Machoke,33,Seismic Toss,Foresight,Revenge,Vital Throw,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Scientist Travis,Silph Co.,Magnemite,29,Supersonic,Sonic Boom,Thunder Wave,Spark,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Scientist Travis,,Koffing,29,Smog,Self Destruct,Sludge,Smokescreen,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 39,Silph Co.,Rattata,25,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 39,,Rattata,25,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 39,,Zubat,25,Astonish,Supersonic,Bite,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 39,,Rattata,25,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 39,,Ekans,25,Poison Sting,Bite,Glare,Screech,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 40,Silph Co.,Cubone,32,Leer,Focus Energy,Bonemerang,Rage,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 40,,Drowzee,32,Headbutt,Poison Gas,Meditate,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 40,,Marowak,32,Leer,Focus Energy,Bonemerang,Rage,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Giovanni 2,Silph Co.,Nidorino,37,Poison Sting,Horn Attack,Helping Hand,Fury Attack,"{""hp"": 30, ""atk"": 30, ""def"": 30, ""spa"": 30, ""spd"": 30, ""spe"": 30}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Giovanni 2,,Rhyhorn,37,Stomp,Fury Attack,Scary Face,Rock Blast,"{""hp"": 30, ""atk"": 30, ""def"": 30, ""spa"": 30, ""spd"": 30, ""spe"": 30}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Giovanni 2,,Kangaskhan,35,Tail Whip,Fake Out,Mega Punch,Rage,"{""hp"": 30, ""atk"": 30, ""def"": 30, ""spa"": 30, ""spd"": 30, ""spe"": 30}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Giovanni 2,,Nidoqueen,41,Tail Whip,Double Kick,Poison Sting,Body Slam,"{""hp"": 30, ""atk"": 30, ""def"": 30, ""spa"": 30, ""spd"": 30, ""spe"": 30}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Cameron,Saffron City,Slowpoke,33,Water Gun,Confusion,Disable,Headbutt,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Cameron,,Slowpoke,33,Water Gun,Confusion,Disable,Headbutt,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Cameron,,Slowbro,33,Water Gun,Confusion,Disable,Headbutt,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Tyron,Saffron City,Mr. Mime,34,Magical Leaf,Encore,Psybeam,Recycle,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Tyron,,Kadabra,34,Reflect,Recover,Future Sight,Role Play,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Channeler Stacy,Saffron City,Haunter,38,Night Shade,Confuse Ray,Shadow Punch,Dream Eater,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Preston,Saffron City,Slowbro,38,Disable,Headbutt,Amnesia,Withdraw,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Channeler Amanda,Saffron City,Gastly,34,Night Shade,Confuse Ray,Dream Eater,Destiny Bond,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Channeler Amanda,,Haunter,34,Night Shade,Confuse Ray,Shadow Punch,Dream Eater,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Channeler Tasha,Saffron City,Gastly,33,Night Shade,Confuse Ray,Dream Eater,Destiny Bond,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Channeler Tasha,,Gastly,33,Night Shade,Confuse Ray,Dream Eater,Destiny Bond,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Channeler Tasha,,Haunter,33,Night Shade,Confuse Ray,Shadow Punch,Dream Eater,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Johan,Saffron City,Kadabra,31,Psybeam,Reflect,Recover,Future Sight,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Johan,,Mr. Mime,31,Reflect,Magical Leaf,Encore,Psybeam,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Johan,,Slowpoke,31,Water Gun,Confusion,Disable,Headbutt,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Johan,,Kadabra,31,Psybeam,Reflect,Recover,Future Sight,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Sabrina,Saffron City,Kadabra,38,Psybeam,Reflect,Future Sight,Calm Mind,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Sabrina,,Mr. Mime,37,Barrier,Psybeam,Baton Pass,Calm Mind,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Sabrina,,Venomoth,38,Psybeam,Gust,Leech Life,Supersonic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Sabrina,,Alakazam,43,Psychic,Recover,Future Sight,Calm Mind,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Ned,Route 12,Goldeen,22,Tail Whip,Water Sport,Supersonic,Horn Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Ned,,Poliwag,22,Bubble,Hypnosis,Water Gun,Double Slap,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Ned,,Goldeen,22,Tail Whip,Water Sport,Supersonic,Horn Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Chip,Route 12,Tentacool,24,Poison Sting,Supersonic,Constrict,Acid,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Chip,,Goldeen,24,Water Sport,Supersonic,Horn Attack,Flail,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Hank,Route 12,Goldeen,27,Water Sport,Supersonic,Horn Attack,Flail,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Elliot,Route 12,Poliwag,21,Bubble,Hypnosis,Water Gun,Double Slap,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Elliot,,Shellder,21,Tackle,Withdraw,Icicle Spear,Supersonic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Elliot,,Goldeen,21,Tail Whip,Water Sport,Supersonic,Horn Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Elliot,,Horsea,21,Bubble,Smokescreen,Leer,Water Gun,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Young Couple Gia & Ges,Route 12,Nidoran M,24,Double Kick,Poison Sting,Horn Attack,Helping Hand,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Young Couple Gia & Ges,,Nidoran F,24,Double Kick,Poison Sting,Bite,Helping Hand,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Rocker Luca,Route 12,Voltorb,29,Screech,Sonic Boom,Spark,Self Destruct,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Rocker Luca,,Electrode,29,Screech,Sonic Boom,Spark,Self Destruct,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Camper Justin,Route 12,Nidoran M,29,Double Kick,Poison Sting,Horn Attack,Helping Hand,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Camper Justin,,Nidorino,29,Double Kick,Poison Sting,Horn Attack,Helping Hand,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Andrew,Route 12,Magikarp,24,Splash,Tackle,,,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Andrew,,Magikarp,24,Splash,Tackle,,,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Alma,Route 13,Goldeen,28,Water Sport,Supersonic,Horn Attack,Flail,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Alma,,Poliwag,28,Hypnosis,Water Gun,Double Slap,Rain Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Alma,,Horsea,28,Bubble,Smokescreen,Leer,Water Gun,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Sebastian,Route 13,Pidgey,29,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Sebastian,,Pidgeotto,29,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Susie,Route 13,Pidgey,24,Sand Attack,Gust,Quick Attack,Whirlwind,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Susie,,Meowth,24,Scratch,Growl,Bite,Pay Day,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Susie,,Rattata,24,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Susie,,Pikachu,24,Thunder Wave,Quick Attack,Double Team,Slam,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Susie,,Meowth,24,Scratch,Growl,Bite,Pay Day,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Beauty Lola,Route 13,Rattata,27,Quick Attack,Hyper Fang,Focus Energy,Pursuit,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Beauty Lola,,Pikachu,27,Quick Attack,Double Team,Slam,Thunderbolt,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Beauty Lola,,Rattata,27,Quick Attack,Hyper Fang,Focus Energy,Pursuit,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Beauty Sheila,Route 13,Clefairy,29,Follow Me,Minimize,Defense Curl,Metronome,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Beauty Sheila,,Meowth,29,Growl,Bite,Pay Day,Feint Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Valeri,Route 13,Poliwag,30,Hypnosis,Water Gun,Double Slap,Rain Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Valeri,,Poliwag,30,Hypnosis,Water Gun,Double Slap,Rain Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Gwen,Route 13,Pidgey,27,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Gwen,,Meowth,27,Growl,Bite,Pay Day,Feint Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Gwen,,Pidgey,27,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Gwen,,Pidgeotto,27,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Robert,Route 13,Pidgey,26,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Robert,,Pidgeotto,26,Sand Attack,Gust,Quick Attack,Whirlwind,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Robert,,Spearow,26,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Robert,,Fearow,26,Growl,Leer,Fury Attack,Pursuit,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Perry,Route 13,Spearow,25,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Perry,,Pidgey,25,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Perry,,Pidgey,25,Gust,Quick Attack,Whirlwind,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Perry,,Spearow,25,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Perry,,Spearow,25,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
