,Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
612,Biker Jared,,Koffing,28.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
613,Bird Keeper Carter,Route 14,Pidgey,28.0,Gust,Quick Attack,Whirlwind,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
614,Bird Keeper Carter,,Doduo,28.0,Pursuit,Fury Attack,Tri Attack,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
615,Bird Keeper Carter,,Pidgeotto,28.0,Gust,Quick Attack,Whirlwind,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
616,Bird Keeper Mitch,Route 14,Pidgey,26.0,Gust,Quick Attack,Whirlwind,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
617,Bird Keeper Mitch,,Spearow,26.0,Leer,Fury Attack,Pursuit,Aerial Ace,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
618,Bird Keeper Mitch,,Pidgey,26.0,Gust,Quick Attack,Whirlwind,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
619,Bird Keeper Mitch,,Fearow,26.0,Growl,Leer,Fury Attack,Pursuit,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
620,Bird Keeper Marlon,Route 14,Spearow,28.0,Leer,Fury Attack,Pursuit,Aerial Ace,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
621,Bird Keeper Marlon,,Doduo,28.0,Pursuit,Fury Attack,Tri Attack,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
622,Bird Keeper Marlon,,Fearow,28.0,Growl,Leer,Fury Attack,Pursuit,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
623,Bird Keeper Beck,Route 14,Pidgeotto,29.0,Gust,Quick Attack,Whirlwind,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
624,Bird Keeper Beck,,Fearow,29.0,Growl,Leer,Fury Attack,Pursuit,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
625,Bird Keeper Donald,Route 14,Farfetchd,33.0,Fury Attack,Knock Off,Fury Cutter,Swords Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
626,Bird Keeper Benny,Route 14,Spearow,29.0,Leer,Fury Attack,Pursuit,Aerial Ace,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
627,Bird Keeper Benny,,Fearow,29.0,Growl,Leer,Fury Attack,Pursuit,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
628,Twins Kiri & Jan,Route 14,Charmander,29.0,Ember,Metal Claw,SmokeScreen,Scary Face,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
629,Twins Kiri & Jan,,Squirtle,29.0,Water Gun,Bite,Rapid Spin,Protect,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
630,Biker Gerald,Route 14,Koffing,29.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
631,Biker Gerald,,Muk,29.0,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
632,Biker Malik,Route 14,Koffing,29.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
633,Biker Malik,,Grimer,29.0,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
634,Biker Isaac,Route 14,Grimer,28.0,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
635,Biker Isaac,,Grimer,28.0,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
636,Biker Isaac,,Koffing,28.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
637,Biker Lukas,Route 14,Koffing,26.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
638,Biker Lukas,,Koffing,26.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
639,Biker Lukas,,Grimer,26.0,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
640,Biker Lukas,,Koffing,26.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
641,Picknicker Becky,Route 15,Pikachu,29.0,Quick Attack,Double Team,Slam,Thunderbolt,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
642,Picknicker Becky,,Raichu,29.0,ThunderShock,Tail Whip,Quick Attack,Thunderbolt,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
643,Crush Kin Ron & Mya,Route 15,Hitmonlee,29.0,Jump Kick,Brick Break,Focus Energy,Hi Jump Kick,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
644,Crush Kin Ron & Mya,,Hitmonchan,29.0,Mach Punch,Thunder Punch,Ice Punch,Fire Punch,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
645,Picknicker Celia,Route 15,Clefairy,33.0,Minimize,Defense Curl,Metronome,Cosmic Power,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
646,Biker Ernest,Route 15,Koffing,25.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
647,Biker Ernest,,Koffing,25.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
648,Biker Ernest,,Weezing,25.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
649,Biker Ernest,,Koffing,25.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
650,Biker Ernest,,Grimer,25.0,Minimize,Sludge,Disable,Pound,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
651,Biker Alex,Route 15,Koffing,28.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
652,Biker Alex,,Grimer,28.0,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
653,Biker Alex,,Weezing,28.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
654,Beauty Grace,Route 15,Pidgeotto,29.0,Gust,Quick Attack,Whirlwind,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
655,Beauty Grace,,Wigglytuff,29.0,Sing,Disable,Defense Curl,DoubleSlap,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
656,Beauty Olivia,Route 15,Bulbasaur,29.0,PoisonPowder,Sleep Powder,Razor Leaf,Sweet Scent,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
657,Beauty Olivia,,Ivysaur,29.0,PoisonPowder,Sleep Powder,Razor Leaf,Sweet Scent,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
658,Picknicker Kindra,Route 15,Gloom,28.0,PoisonPowder,Stun Spore,Sleep Powder,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
659,Picknicker Kindra,,Oddish,28.0,PoisonPowder,Stun Spore,Sleep Powder,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
660,Picknicker Kindra,,Oddish,28.0,PoisonPowder,Stun Spore,Sleep Powder,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
661,Bird Keeper Chester,Route 15,Dodrio,28.0,Pursuit,Fury Attack,Tri Attack,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
662,Bird Keeper Chester,,Doduo,28.0,Pursuit,Fury Attack,Tri Attack,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
663,Bird Keeper Chester,,Doduo,28.0,Pursuit,Fury Attack,Tri Attack,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
664,Bird Keeper Edwin,Route 15,Pidgeotto,26.0,Sand-Attack,Gust,Quick Attack,Whirlwind,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
665,Bird Keeper Edwin,,Farfetchd,26.0,Leer,Fury Attack,Knock Off,Fury Cutter,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
666,Bird Keeper Edwin,,Doduo,26.0,Pursuit,Fury Attack,Tri Attack,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
667,Bird Keeper Edwin,,Pidgey,26.0,Gust,Quick Attack,Whirlwind,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
668,Picknicker Yazmin,Route 15,Bellsprout,29.0,Sleep Powder,PoisonPowder,Stun Spore,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
669,Picknicker Yazmin,,Oddish,29.0,Poison Powder,Stun Spore,Sleep Powder,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
670,Picknicker Yazmin,,Tangela,29.0,Growth,PoisonPowder,Vine Whip,Bind,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
671,Swimmer Richard,Route 19,Tentacool,30.0,Constrict,Acid,BubbleBeam,Wrap,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
672,Swimmer Richard,,Shellder,30.0,Icicle Spear,Supersonic,Aurora Beam,Protect,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
673,Swimmer Reece,Route 19,Goldeen,29.0,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
674,Swimmer Reece,,Horsea,29.0,SmokeScreen,Leer,Water Gun,Twister,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
675,Swimmer Reece,,Staryu,29.0,Recover,Camouflage,Swift,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
676,Swimmer Tony,Route 19,Horsea,30.0,SmokeScreen,Leer,Water Gun,Twister,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
677,Swimmer Tony,,Horsea,30.0,SmokeScreen,Leer,Water Gun,Twister,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
678,Swimmer David,Route 19,Goldeen,29.0,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
679,Swimmer David,,Shellder,29.0,Icicle Spear,Supersonic,Aurora Beam,Protect,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
680,Swimmer David,,Seaking,29.0,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
681,Swimmer Douglas,Route 19,Horsea,27.0,Bubble,SmokeScreen,Leer,Water Gun,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
682,Swimmer Douglas,,Tentacool,27.0,Supersonic,Constrict,Acid,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
683,Swimmer Douglas,,Tentacool,27.0,Supersonic,Constrict,Acid,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
684,Swimmer Douglas,,Goldeen,27.0,Water Sport,Supersonic,Horn Attack,Flail,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
685,Swimmer Matthew,Route 19,Poliwag,30.0,Hypnosis,Water Gun,DoubleSlap,Rain Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
686,Swimmer Matthew,,Poliwhirl,30.0,Hypnosis,Water Gun,DoubleSlap,Rain Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
687,Sis and Bro Lia & Luc,Route 19,Goldeen,30.0,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
688,Sis and Bro Lia & Luc,,Seaking,30.0,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
689,Swimmer Axle,Route 19,Tentacool,27.0,Supersonic,Constrict,Acid,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
690,Swimmer Axle,,Tentacool,27.0,Supersonic,Constrict,Acid,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
691,Swimmer Axle,,Staryu,27.0,Rapid Spin,Recover,Camouflage,Swift,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
692,Swimmer Axle,,Horsea,27.0,Bubble,SmokeScreen,Leer,Water Gun,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
693,Swimmer Axle,,Tentacruel,27.0,Supersonic,Constrict,Acid,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
694,Swimmer Alice,Route 19,Goldeen,30.0,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
695,Swimmer Alice,,Seaking,30.0,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
696,Swimmer Anya,Route 19,Poliwag,27.0,Hypnosis,Water Gun,DoubleSlap,Rain Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
697,Swimmer Anya,,Goldeen,27.0,Water Sport,Supersonic,Horn Attack,Flail,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
698,Swimmer Anya,,Seaking,27.0,Water Sport,Supersonic,Horn Attack,Flail,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
699,Swimmer Anya,,Goldeen,27.0,Water Sport,Supersonic,Horn Attack,Flail,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
700,Swimmer Anya,,Poliwag,27.0,Hypnosis,Water Gun,DoubleSlap,Rain Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
701,Swimmer Connie,Route 19,Staryu,29.0,Recover,Camouflage,Swift,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
702,Swimmer Connie,,Staryu,29.0,Recover,Camouflage,Swift,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
703,Swimmer Connie,,Staryu,29.0,Recover,Camouflage,Swift,BubbleBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
704,Swimmer Barry,Route 20,Shellder,31.0,Icicle Spear,Supersonic,Aurora Beam,Protect,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
